      1	 -10.95	  -0.50	  0.083	1.00116							#	   0.75	  17.01	
      2	 -23.94	  -1.34	  0.015	1.00088							#	  11.21	  16.50	
      3	 -19.06	 -13.01	 -0.099	1.00181							#	   1.97	  17.12	
      4	  -8.91	  -3.80	 -0.184	1.00104							#	   0.70	  17.74	
      5	  -5.46	   4.27	 -0.179	1.00184							#	   0.33	  21.15	
      6	 -11.32	   5.19	 -0.087	1.00300							#	   0.80	  18.11	
      7	 -15.47	  11.53	 -0.165	1.00156							#	   1.52	  16.50	
      8	  -6.45	 -18.54	 -0.060	1.00015							#	   1.76	  19.68	
      9	  -9.88	  11.96	  0.041	1.00013							#	   1.67	  17.78	
     10	  -8.82	 -14.11	 -0.017	0.99960							#	   1.99	  21.92	
     11	  -2.97	   1.14	 -0.080	0.99978							#	   0.48	  19.79	
     12	  -1.24	 -12.28	 -0.010	0.99694							#	   1.68	  22.73	
     13	  -1.49	   4.13	 -0.006	0.99794							#	   0.52	  20.67	
     14	  -5.25	  -1.03	 -0.009	0.99710							#	   0.91	  20.93	
     15	   1.53	   1.71	  0.031	0.99537							#	   0.27	  21.26	
     16	  10.05	  -3.76	  0.041	0.99526							#	   0.78	  17.12	
     17	   6.81	  19.44	  0.032	0.99645							#	   3.26	  14.30	
     18	  14.62	  -6.16	  0.115	0.99507							#	   1.35	  13.56	
     19	   4.80	  -9.93	 -0.105	0.99995							#	   1.17	  18.04	
     20	  -4.46	  -3.92	 -0.173	0.99966							#	   0.83	  19.50	
     21	  -4.08	   9.90	 -0.064	0.99913							#	   0.85	  18.88	
     22	   0.16	  -4.83	  0.013	1.00005							#	   0.60	  17.45	
     23	  -2.09	  -2.42	  0.021	0.99973							#	   0.61	  14.66	
     24	  -5.84	 -19.90	  0.097	1.00127							#	   3.71	  13.89	
     25	   4.19	  23.26	  0.148	0.99574							#	   2.04	  17.45	
     26	  -2.45	   6.93	  0.046	0.99632							#	   0.53	  15.65	
     27	 -14.60	  20.33	 -0.029	0.99671							#	   3.52	  15.07	
     28	  -9.45	  10.76	  0.073	0.99624							#	   0.95	  17.52	
     29	  -9.38	  13.20	  0.092	0.99702							#	   1.58	  19.17	
     30	   0.27	   8.02	  0.175	0.99782							#	   0.39	  20.12	
     31	  -8.65	  -6.45	  0.169	0.99813							#	   1.06	  23.02	
     32	   4.67	 -15.89	  0.109	0.99735							#	   1.48	  22.95	
     33	   5.36	   8.06	 -0.018	0.99877							#	   1.12	  23.35	
     34	  -2.31	 -10.13	 -0.003	0.99873							#	   0.98	  22.07	
     35	  -5.22	  -6.01	  0.012	0.99948							#	   0.68	  21.26	
     36	   2.14	  -3.68	 -0.041	0.99887							#	   0.39	  19.76	
     37	  -5.53	  25.40	 -0.033	1.00050							#	   4.45	  21.99	
     38	  -4.26	  -9.07	  0.077	1.00029							#	   0.37	  22.98	
     39	  -1.08	  -5.41	  0.032	1.00041							#	   0.19	  24.60	
     40	  -5.71	 -16.31	 -0.005	1.00042							#	   1.54	  23.20	
     41	  -5.22	  -9.69	 -0.083	1.00090							#	   0.85	  22.98	
     42	  -2.03	  -2.89	 -0.007	1.00005							#	   0.16	  27.57	
     43	   1.66	   1.67	 -0.012	1.00121							#	   0.18	  26.69	
     44	  -0.15	   0.83	 -0.080	1.00150							#	   0.20	  27.79	
     45	   1.54	  -2.17	 -0.065	1.00068							#	   0.30	  25.26	
     46	  -1.18	  10.03	 -0.122	1.00090							#	   1.07	  24.52	
     47	  -0.05	  -4.75	 -0.160	1.00107							#	   0.33	  24.89	
     48	   1.11	  -9.64	 -0.171	1.00103							#	   1.13	  23.31	
     49	  -1.41	   1.24	 -0.113	1.00076							#	   0.44	  23.42	
     50	  -1.72	  -1.41	 -0.092	1.00078							#	   0.56	  23.46	
     51	  -7.43	  -6.14	 -0.137	1.00080							#	   1.99	  22.65	
     52	 -10.40	  -1.53	 -0.054	1.00004							#	   1.29	  21.70	
     53	 -12.08	   1.82	 -0.120	1.00017							#	   2.03	  21.85	
     54	  -3.45	   3.26	 -0.093	1.00098							#	   0.34	  20.82	
     55	   4.78	   8.28	 -0.109	1.00096							#	   0.86	  19.90	
     56	   4.66	  -1.66	 -0.163	1.00130							#	   0.87	  19.65	
     57	  16.30	  20.64	 -0.173	0.99961							#	   6.33	  18.62	
     58	   3.85	  -5.79	 -0.088	0.99977							#	   0.45	  16.09	
     59	  -4.57	   5.33	 -0.053	0.99983							#	   0.36	  17.19	
     60	 -12.94	  -1.09	 -0.108	0.99938							#	   1.38	  21.04	
     61	  -6.15	  13.68	 -0.065	1.00024							#	   1.32	  22.47	
     62	   9.10	  27.49	 -0.199	0.99886							#	   4.15	   9.60	
