      1	   6.85	 -17.12	  0.243	1.00208							#	  10.24	  38.79	
      2	  20.23	 -13.92	  0.591	1.01011							#	   7.10	  31.52	
      3	 -13.46	   5.48	 -0.070	1.00140							#	   4.07	  36.97	
      4	 -21.10	  -3.00	 -0.317	0.99978							#	   4.66	  36.97	
      5	   6.08	   0.60	  0.194	0.99908							#	   3.80	  37.58	
      6	   5.54	   4.47	  0.264	0.99966							#	   4.96	  38.18	
      7	   0.36	  -1.78	  0.314	0.99766							#	   1.89	  36.97	
      8	   0.89	  -2.10	  0.011	0.99877							#	   1.90	  29.09	
      9	   4.79	   1.18	 -0.081	1.00114							#	   4.29	  30.91	
     10	  12.46	  -1.24	 -0.013	0.99883							#	   3.76	  30.30	
     11	  -6       0	  0	1							#	   6.09	   0.00	
     12	  -2.05	  -0.15	 -0.187	0.99901							#	   1.75	  34.55	
     13	  10.58	   5.29	 -0.118	1.00004							#	   7.29	  41.21	
     14	   6.18	  -6.90	 -0.029	0.99977							#	   6.02	  28.48	
     15	   3.48	   7.42	  0.123	0.99729							#	   4.80	  30.91	
     16	   5.12	   0.18	  0.008	0.99924							#	   3.30	  34.55	
     17	   9.46	   4.09	  0.063	0.99763							#	   6.59	  43.03	
     18	  13.12	  -6.28	  0.011	1.00141							#	   4.13	  41.21	
     19	   3.74	   8.09	 -0.037	0.99931							#	   6.46	  41.82	
     20	   0.14	  -5.39	 -0.024	1.00082							#	   3.00	  44.85	
     21	   3.28	   1.40	 -0.138	1.00096							#	   1.89	  43.03	
     22	   1.18	   4.60	 -0.102	1.00006							#	   2.47	  47.88	
     23	  -3.70	   0.32	  0.075	1.00091							#	   1.91	  45.45	
     24	  -0.82	   1.78	  0.119	1.00016							#	   1.30	  46.06	
     25	   1.18	   3.89	  0.070	1.00106							#	   3.37	  45.45	
     26	  -0.01	  -3.82	  0.132	1.00109							#	   2.33	  45.45	
     27	  -5.93	   8.47	  0.083	0.99893							#	  12.52	  44.24	
     28	   8.25	  -2.50	  0.027	0.99882							#	   4.37	  39.39	
     29	   1.45	   0.83	 -0.134	0.99983							#	   1.30	  41.82	
     30	  -5.06	  -8.58	  0.050	1.00183							#	   7.09	  39.39	
     31	  -3.43	   6.79	  0.064	0.99958							#	   3.91	  40.61	
     32	  -8.09	  -0.46	 -0.157	1.00189							#	   5.09	  41.21	
     33	  -3.63	   1.32	 -0.173	1.00177							#	   2.30	  41.82	
     34	  -4.29	  -7.14	 -0.007	1.00018							#	   6.11	  38.79	
     35	   2.38	   8.61	 -0.079	1.00049							#	   4.32	  41.82	
     36	   0.57	   2.95	 -0.171	0.99875							#	   1.66	  43.03	
     37	   6.83	   8.44	 -0.131	0.99866							#	   7.86	  43.64	
     38	   9.15	   2.52	 -0.103	0.99826							#	   3.78	  44.85	
     39	  12.59	  12.46	  0.051	0.99826							#	   3.62	  39.39	
