     36	  -2.10	  -3.71	 -0.015	1.00035							#	   0.90	  68.26	
     37	  -2.57	   1.45	  0.022	1.00038							#	   0.57	  68.56	
     38	  -1.96	  -4.41	 -0.021	0.99965							#	   1.32	  70.52	
     39	  -2.54	  -0.71	  0.000	1.00039							#	   0.46	  71.07	
     40	  -2.71	   0.94	 -0.022	1.00023							#	   0.57	  72.56	
     41	   0.70	   1.34	  0.010	0.99983							#	   0.58	  71.37	
     42	  -2.43	  -0.47	  0.052	1.00033							#	   0.60	  72.44	
     43	  -2.68	  -0.35	  0.047	1.00011							#	   0.83	  71.52	
     44	  -5.28	   2.66	  0.021	0.99901							#	   4.54	  68.93	
     45	  -6.46	   0.84	 -0.006	0.99975							#	   2.05	  69.85	
     46	  -0.47	  -4.77	 -0.017	1.00050							#	   2.07	  70.19	
     47	  -4.86	  -1.20	  0.051	1.00072							#	   1.74	  68.59	
     48	  -9.99	   0.21	 -0.008	0.99985							#	   4.75	  68.81	
     49	  -4.94	  -2.88	 -0.014	1.00018							#	   1.24	  68.19	
     50	  -3.47	  -6.33	 -0.020	1.00029							#	   2.98	  67.44	
     51	   0.18	  -7.26	  0.001	1.00006							#	   3.08	  71.30	
     52	  -0.98	  -1.54	 -0.027	1.00009							#	   0.36	  72.07	
     53	  -2.61	  -3.70	 -0.078	0.99987							#	   1.25	  72.59	
     54	  -3.83	  -4.39	  0.046	0.99997							#	   1.94	  69.22	
     55	  -5.29	  -3.08	 -0.011	0.99980							#	   2.02	  68.89	
     56	  -7.69	  -1.64	 -0.022	1.00032							#	   2.60	  68.70	
     57	  -4.91	  -3.02	 -0.043	1.00052							#	   2.02	  68.59	
     58	  -3.93	  -1.43	 -0.063	1.00079							#	   1.21	  67.44	
     59	  -6.53	  -3.07	 -0.072	1.00008							#	   3.24	  68.04	
     60	 -10.03	  -1.94	 -0.086	1.00045							#	   4.36	  67.70	
     61	 -10.21	   0.86	 -0.086	0.99978							#	   3.39	  66.11	
     62	  -6.65	  -6.78	 -0.001	0.96722							#	   7.00	  62.22	
     63	  -5.68	  -1.14	  0.072	0.96246							#	   4.89	  58.15	
     64	  -8.52	  -3.64	 -0.014	0.96412							#	   5.96	  65.00	
     65	  -5.96	  -2.74	 -0.100	0.98631							#	   1.87	  66.56	
     66	  -5.79	  -2.73	 -0.055	0.99607							#	   1.42	  65.19	
     67	 -10.23	  -2.54	 -0.024	0.99619							#	   2.74	  63.78	
     68	  -7.05	  -8.06	 -0.038	0.99293							#	   3.61	  65.48	
     69	  -5.29	  -3.97	 -0.052	0.98823							#	   1.79	  67.07	
     70	  -8.70	  -5.58	 -0.076	0.98367							#	   4.45	  64.85	
     71	  -8.74	  -5.85	 -0.079	0.97638							#	   4.62	  64.44	
     72	  -6.80	  -3.42	  0.004	0.97208							#	   3.94	  64.67	
     73	 -10.32	  -1.97	 -0.016	0.97206							#	   5.15	  60.56	
     74	 -11.72	  -4.65	 -0.027	0.96770							#	   5.96	  60.81	
     75	  -3.17	  -3.96	 -0.041	0.96127							#	   5.34	  60.70	
     76	  -7.32	 -12.18	 -0.007	0.96504							#	   9.04	  61.96	
     77	 -13.09	  -6.07	 -0.019	0.96525							#	   5.44	  58.11	
     78	  -6.39	  -2.35	  0.002	0.96119							#	   4.80	  57.30	
     79	  -6.77	 -12.61	  0.092	0.95702							#	   9.27	  55.33	
     80	 -12.83	  -1.88	  0.125	0.95303							#	   5.08	  54.30	
     81	 -23.37	   1.83	  0.060	0.95419							#	   4.54	  45.44	
     82	 -28.67	  -3.42	  0.108	0.95312							#	   4.75	  42.15	
     83	 -29.29	  -8.16	  0.136	0.96173							#	   5.53	  38.81	
     84	 -21.27	 -10.18	  0.020	0.97663							#	   5.98	  49.33	
     85	 -10.89	  -7.58	  0.028	0.98590							#	   3.08	  50.30	
     86	 -16.12	  -3.46	 -0.008	0.99052							#	   3.80	  48.67	
     87	 -12.76	  -7.84	 -0.088	0.99018							#	   3.80	  46.56	
     88	 -10.05	  -5.17	  0.007	0.99406							#	   2.63	  49.74	
     89	  -8.93	  -0.57	 -0.069	0.99800							#	   2.52	  48.22	
     90	  -7.74	  -0.89	 -0.081	0.99871							#	   3.23	  48.30	
     91	  -6.16	   2.49	 -0.114	0.99907							#	   3.51	  46.07	
     92	  -5.36	   0.21	 -0.084	0.99869							#	   3.85	  48.41	
     93	  -8.08	  10.25	 -0.001	0.99643							#	  10.48	  44.30	
     94	   1.13	   2.12	 -0.057	0.99562							#	   3.18	  46.19	
     95	   3.20	   4.55	 -0.029	0.98945							#	   3.61	  45.96	
     96	   5.84	   0.35	 -0.051	0.98737							#	   3.09	  43.89	
     97	  14.92	   7.11	  0.002	0.98939							#	   3.50	  41.93	
     98	   9.34	  -0.53	  0.010	0.98826							#	   2.59	  39.59	
     99	  16.36	   1.03	  0.082	0.98636							#	   6.02	  40.15	
    100	  13.10	   0.96	  0.056	0.98699							#	   3.89	  40.74	
    101	   1.62	   4.63	  0.002	0.99156							#	   2.64	  44.41	
    102	   5.87	   4.53	 -0.019	0.99038							#	   3.40	  43.07	
    103	   5.34	  10.95	 -0.112	0.99268							#	   4.89	  38.19	
    104	   0.85	  11.22	 -0.088	0.99389							#	   6.54	  37.52	
    105	   1.59	   3.36	 -0.014	0.99090							#	   2.78	  35.44	
    106	   5.55	   0.55	  0.044	0.99147							#	   2.27	  37.48	
    107	   1.14	  -1.70	  0.035	0.99380							#	   2.24	  39.78	
    108	  -1.82	   5.78	 -0.068	0.99573							#	   1.90	  37.63	
    109	  -8.83	   9.54	  0.023	0.99660							#	   5.45	  33.63	
    110	  -3.69	  12.77	 -0.012	0.99322							#	   4.50	  35.00	
    111	  -1.60	   9.13	  0.056	0.99266							#	   2.90	  39.44	
    112	  -4.78	  11.12	 -0.001	0.99111							#	   5.19	  37.26	
    113	  -5.22	   6.78	 -0.033	0.99018							#	   2.61	  39.22	
    114	  -6.66	  -0.22	  0.040	0.98971							#	   1.58	  39.19	
    115	  -5.50	   2.39	  0.069	0.99064							#	   1.37	  37.22	
    116	  -2.38	   7.05	  0.035	0.99259							#	   2.17	  42.81	
    117	  -7.97	   1.71	  0.073	0.99210							#	   2.43	  35.22	
    118	  -3.63	  -5.69	  0.075	0.98939							#	   2.36	  33.85	
    119	  -0.52	 -12.64	  0.019	0.98511							#	   8.92	  32.56	
    120	  11.37	 -16.41	  0.022	0.98231							#	   8.70	  30.33	
    121	  11.30	 -16.38	 -0.000	0.98445							#	   5.87	  27.67	
    122	   2.79	  -8.02	  0.041	0.98875							#	   2.67	  28.11	
    123	   1.84	 -14.84	  0.073	0.98979							#	   4.61	  30.78	
    124	  -2.00	 -10.56	  0.017	0.99333							#	   3.72	  31.04	
    125	   0.22	 -10.71	 -0.043	0.99394							#	   3.24	  33.93	
    126	  -5.76	 -19.12	 -0.058	0.98937							#	   6.12	  22.37	
    127	   3.80	 -26.69	 -0.014	0.98459							#	   2.89	  25.81	
    128	  -0.26	 -39.17	 -0.017	0.97381							#	   4.01	  19.96	
    129	  16.47	 -43.30	  0.072	0.96680							#	   6.77	  20.48	
    130	  -0.55	 -48.13	  0.033	0.97494							#	   3.97	  17.15	
    131	  -2.67	 -41.06	 -0.040	0.97729							#	   2.89	  22.59	
    132	 -13.21	 -49.82	  0.057	0.97943							#	   4.46	  19.85	
    133	 -20.85	 -51.38	 -0.163	0.98443							#	   2.84	  19.93	
    134	 -14.24	 -63.50	  0.134	0.98810							#	   2.57	  19.48	
    135	 -16.78	 -70.95	 -0.197	0.98609							#	   4.16	  15.33	
    136	  12.44	 -62.14	  0.350	0.97965							#	   4.69	  12.26	
    137	   0.41	 -42.47	 -0.025	0.97912							#	   3.14	  29.07	
    138	  -5.20	 -26.08	 -0.039	0.97554							#	   2.98	  28.70	
    139	  -7.23	 -21.14	  0.096	0.97227							#	   5.60	  43.96	
    140	 -14.57	   1.92	 -0.026	0.97682							#	   3.48	  49.63	
    141	  -7.18	   9.24	 -0.034	0.97642							#	   4.43	  51.44	
    142	   7.93	  -5.22	 -0.126	0.97899							#	   3.10	  51.96	
    143	  -9.13	  -0.93	 -0.021	0.97551							#	   4.04	  44.85	
    144	 -10.17	  -7.80	 -0.059	0.99726							#	   7.24	  42.07	
    145	  -9.96	   3.88	 -0.044	0.99944							#	   4.86	  43.74	
    146	  12.54	   6.75	  0.047	1.00023							#	   2.19	  30.89	
    147	  23.89	   7.62	 -0.020	1.00254							#	   5.08	  29.48	
    148	  18.83	  -7.84	  0.125	1.00244							#	   4.57	  26.15	
    149	  31.77	  -3.52	  0.137	1.00502							#	   2.53	  12.96	
    150	  58.09	  10.53	 -0.085	1.00343							#	   6.92	  15.33	
    151	  94.26	  37.79	  0.046	1.00898							#	   9.17	  10.52	
    152	  48.35	 -23.25	  0.059	1.00258							#	   5.35	  24.78	
    153	  24.95	  -8.03	  0.118	1.00122							#	   3.03	  34.30	
    154	  20.55	 -13.85	  0.007	1.00055							#	   4.01	  32.44	
#   155	  35.64	  -0.86	  0.096	1.00181							#	   3.78	  29.89	
    155	   0.64	  -0.86	  0.096	1.00181							#	   3.78	  29.89	
#   156	  92.92	  21.51	  0.026	1.00579							#	  10.75	  17.41	
    156	   0.92	   0.51	  0.026	1.00579							#	  10.75	  17.41	
#   157	 106.05	  56.85	  0.117	1.00270							#	   9.50	  12.00	
    157	 -30.05	   0.85	  0.117	1.00270							#	   9.50	  12.00	
#   158	  66.33	  52.29	  0.196	1.00236							#	   7.04	  21.78	
    158	 -30.33	  12.29	  0.196	1.00236							#	   7.04	  21.78	
#   159	 154.94	  76.63	 -0.213	1.00838							#	  10.04	  14.37	
    159	  54.94	  76.63	 -0.213	1.00838							#	  10.04	  14.37	
#   160	 120.06	  55.84	 -0.396	1.00514							#	   6.46	  16.44	
    160	  20.06	  25.84	 -0.396	1.00514							#	   6.46	  16.44	
#   161	  80.60	  38.64	  0.023	1.01890							#	   8.70	  15.37	
    161	  10.60	   8.64	  0.023	1.01890							#	   8.70	  15.37	
#   162	  84.88	   8.38	  0.175	1.04803							#	  10.43	  21.81	
    162	   0.88	   8.38	  0.175	1.04803							#	  10.43	  21.81	
#   163	  98.84	  53.37	 -0.052	1.01278							#	   5.64	  24.07	
    163	  20.84	  13.37	 -0.052	1.01278							#	   5.64	  24.07	
#   164	  66.35	  28.45	  0.094	0.99821							#	   3.85	  20.59	
    164	   0.35	   8.45	  0.094	0.99821							#	   3.85	  20.59	
#   165	  75.04	  24.35	 -0.027	0.99712							#	   6.70	  21.19	
    165	   0.04	   4.35	 -0.027	0.99712							#	   6.70	  21.19	
#   166	  99.56	  35.76	 -0.064	0.98830							#	   2.15	  19.89	
    166	   9.56	   5.76	 -0.064	0.98830							#	   2.15	  19.89	
#   167	 100.80	  29.74	 -0.025	0.99701							#	   0.94	  17.67	
    167	  10.80	   0.74	 -0.025	0.99701							#	   0.94	  17.67	
#   168	  85.95	 -16.04	 -0.389	1.00916							#	   6.63	   9.85	
    168	   0.95	  -6.04	 -0.389	1.00916							#	   6.63	   9.85	
#   169	  20.41	-122.17	  0.309	0.99273							#	  12.65	  15.52	
    169	 -40.41	-122.17	  0.309	0.99273							#	  12.65	  15.52	
#   170	  27.27	 -30.52	  0.025	0.99969							#	   7.62	  16.85	
    170	 -27.27	   0.52	  0.025	0.99969							#	   7.62	  16.85	
#   171	  28.48	 -38.62	 -0.103	1.00014							#	   8.47	  21.15	
    171	 -28.48	  -8.62	 -0.103	1.00014							#	   8.47	  21.15	
#   172	  31.25	 -54.91	 -0.050	1.00146							#	   6.95	  13.56	
    172	   0.25	 -10.91	 -0.050	1.00146							#	   6.95	  13.56	
#   173	  28.54	 -60.75	  0.150	0.99952							#	   6.35	  14.41	
    173	  -8.54	 -20.75	  0.150	0.99952							#	   6.35	  14.41	
#   174	  19.57	 -56.86	 -0.353	1.00150							#	   4.08	  11.41	
    174	 -19.57	 -20.86	 -0.353	1.00150							#	   4.08	  11.41	
#   175	  15.33	 -44.85	 -0.108	1.00245							#	   5.22	  17.93	
    175	 -15.33	 -24.85	 -0.108	1.00245							#	   5.22	  17.93	
#   176	  10.42	 -24.13	 -0.059	1.00309							#	   4.44	  21.96	
    176	 -20.42	 -14.13	 -0.059	1.00309							#	   4.44	  21.96	
#   177	  31.72	 -15.04	 -0.096	0.99978							#	   4.88	  21.30	
    177	 -20.72	 -15.04	 -0.096	0.99978							#	   4.88	  21.30	
#   178	  41.79	  -3.35	 -0.015	1.00454							#	   6.66	  18.15	
    178	 -20.79	  -3.35	 -0.015	1.00454							#	   6.66	  18.15	
#   179	  51.88	  -1.13	  0.138	1.00277							#	   5.04	  15.96	
    179	 -20.88	  -1.13	  0.138	1.00277							#	   5.04	  15.96	
#   180	  52.30	  -0.09	  0.164	1.00343							#	   7.45	  15.48	
    180	 -20.30	  -0.09	  0.164	1.00343							#	   7.45	  15.48	
#   181	  49.42	   3.64	 -0.102	1.00511							#	   6.14	  19.19	
    181	 -20.42	   3.64	 -0.102	1.00511							#	   6.14	  19.19	
#   182	  59.91	   1.67	 -0.193	1.00490							#	   5.68	  16.37	
    182	 -20.91	   1.67	 -0.193	1.00490							#	   5.68	  16.37	
#   183	  62.21	   7.65	 -0.181	1.00313							#	   4.73	  14.96	
    183	 -20.21	   7.65	 -0.181	1.00313							#	   4.73	  14.96	
#   184	  74.33	   9.97	 -0.026	1.00196							#	   7.12	  14.07	
    184	  14.33	   9.97	 -0.026	1.00196							#	   7.12	  14.07	
#   185	  67.84	  16.08	  0.088	1.00132							#	   5.69	  14.11	
    185	   0.84	  16.08	  0.088	1.00132							#	   5.69	  14.11	
#   186	  73.67	  14.70	 -0.056	1.00017							#	   5.55	  10.89	
    186	  13.67	  14.70	 -0.056	1.00017							#	   5.55	  10.89	
#   187	  79.78	   2.95	  0.054	1.00115							#	   4.03	  13.26	
    187	  19.78	   2.95	  0.054	1.00115							#	   4.03	  13.26	
#   188	  80.12	  -3.84	  0.292	1.00281							#	   5.22	  14.15	
    188	   8.12	  -3.84	  0.292	1.00281							#	   5.22	  14.15	
#   189	  66.61	   1.81	  0.094	1.00019							#	   2.62	  12.56	
    189	   0.61	   1.81	  0.094	1.00019							#	   2.62	  12.56	
#   190	  69.30	  -4.68	  0.105	1.00316							#	   3.88	  14.74	
    190	   0.30	  -4.68	  0.105	1.00316							#	   3.88	  14.74	
#   191	  71.21	   6.46	  0.415	1.00708							#	   3.44	   9.44	
    191	   0.21	   6.46	  0.415	1.00708							#	   3.44	   9.44	
#   192	  66.91	   8.05	 -0.005	1.00503							#	   4.69	  11.81	
    192	 -16.91	   8.05	 -0.005	1.00503							#	   4.69	  11.81	
#   193	  55.25	   8.95	 -0.369	1.00192							#	   2.28	   8.52	
    193	 -25.25	   8.95	 -0.369	1.00192							#	   2.28	   8.52	
#   194	  49.42	   2.57	 -0.153	1.00072							#	   3.81	  10.00	
    194	 -30.42	   2.57	 -0.153	1.00072							#	   3.81	  10.00	
#   195	  51.61	   1.56	  0.105	1.00544							#	   3.37	   8.93	
    195	 -30.61	   1.56	  0.105	1.00544							#	   3.37	   8.93	
#   196	  55.40	   2.74	 -0.056	1.00111							#	   4.89	   5.63	
    196	 -15.40	   2.74	 -0.056	1.00111							#	   4.89	   5.63	
#   197	  73.97	  20.39	 -0.124	1.00226							#	   4.62	   5.19	
    197	   0.97	  20.39	 -0.124	1.00226							#	   4.62	   5.19	
#   198	  87.22	  23.63	  0.187	1.00602							#	   4.98	   4.85	
    198	   0.22	  23.63	  0.187	1.00602							#	   4.98	   4.85	
#   199	  62.25	  28.69	 -0.181	1.00734							#	   5.98	   4.44	
    199	   0.25	  28.69	 -0.181	1.00734							#	   5.98	   4.44	
#   200	  47.53	  30.37	  0.090	1.00045							#	   5.39	   6.59	
    200	   0.53	  30.37	  0.090	1.00045							#	   5.39	   6.59	
    201									skipped		#	   4.36	   1.81	
    202									skipped		#	   2.15	   1.81	
    203									skipped		#	   3.81	   1.33	
    204	  10.96	  29.56	  3.882	1.04146							#	   4.41	   2.04	
    205	  14.26	  35.80	  3.444	1.05729							#	   7.20	   2.41	
    206	  32.31	  65.53	 -0.226	1.01723							#	   5.00	   3.04	
    207	  21.88	  63.66	  0.590	1.01344							#	   5.27	   3.15	
    208									skipped		#	   3.51	   1.74	
    209	   5.39	  17.00	  0.714	0.99402							#	   4.63	   4.41	
    210	   6.70	   7.78	 -0.010	0.99800							#	   6.08	  12.22	
    211	  12.08	   2.11	  0.022	1.00271							#	   5.55	  11.07	
    212	   1.48	   2.46	  0.070	1.00216							#	   4.57	  15.15	
    213	 -18.31	  27.90	 -0.039	1.00702							#	   4.99	   7.52	
    214	 -16.59	  45.22	  0.210	1.00967							#	   2.81	   3.74	
    215	 -21.29	  50.88	 -0.128	1.02291							#	   2.33	   5.19	
    216	  -0.06	  53.14	  0.367	1.03463							#	   3.75	   5.37	
    217	   3.63	  43.01	 -0.001	1.03699							#	   3.66	   8.00	
    218	  -6.16	  40.15	 -0.041	1.04133							#	   5.76	   9.22	
    219	  -4.46	  41.85	 -0.027	1.03798							#	   3.36	  10.26	
    220	  15.00	  38.51	  0.245	1.03750							#	   2.96	  14.44	
    221	  13.67	  35.41	  0.395	1.04438							#	   3.43	  10.85	
    222	   5.45	  35.05	  0.190	1.05291							#	   2.46	  13.48	
    223	  -1.47	  19.18	  0.293	1.05277							#	   3.01	  12.85	
    224	   3.20	   1.98	  0.045	1.05022							#	   2.09	  21.44	
    225	   2.11	  -9.80	  0.012	1.04117							#	   2.81	  21.26	
    226	  -5.08	   0.17	 -0.025	1.03831							#	   1.98	  24.56	
    227	  -2.56	   1.94	 -0.048	1.03359							#	   2.34	  25.30	
    228	  -2.44	  -1.54	 -0.058	1.02741							#	   1.76	  22.41	
    229	  -6.47	   4.08	  0.011	1.02671							#	   3.20	  23.81	
    230	   4.76	   3.96	 -0.034	1.02305							#	   2.37	  26.41	
    231	  11.34	  -0.10	 -0.032	1.01837							#	   5.00	  25.19	
    232	   3.43	  -3.11	  0.068	1.01212							#	   2.14	  27.74	
    233	   2.82	  -3.52	  0.063	1.00855							#	   2.15	  30.74	
    234	   3.36	  -4.44	  0.067	1.00522							#	   2.03	  30.48	
    235	  -3.22	  -6.83	 -0.013	1.00809							#	   2.70	  35.07	
    236	  -2.85	  -4.20	  0.003	1.00668							#	   1.89	  35.19	
    237	  -9.49	  -3.54	  0.048	1.00114							#	   2.23	  30.37	
    238	 -10.56	   0.89	 -0.032	1.00411							#	   3.15	  30.00	
    239	  -6.28	  -1.98	 -0.127	1.01003							#	   1.79	  31.70	
    240	 -14.13	   0.49	 -0.100	1.01354							#	   5.31	  28.44	
    241	 -12.23	   3.52	 -0.116	1.01576							#	   3.62	  31.07	
    242	  -7.44	   2.70	 -0.151	1.01645							#	   3.03	  36.33	
    243	  -8.37	  -2.41	 -0.077	1.01235							#	   3.37	  33.15	
    244	 -11.55	  -0.97	 -0.059	1.00513							#	   3.62	  36.15	
    245	 -13.42	   7.35	 -0.021	1.00025							#	   5.37	  34.48	
    246	 -14.64	   0.29	 -0.090	0.99928							#	   4.27	  38.33	
    247	  -5.44	  -0.44	  0.047	1.00040							#	   1.46	  39.07	
    248	  -0.67	  -1.27	 -0.025	0.99937							#	   0.83	  42.00	
    249	  -0.60	  -3.44	  0.043	0.99954							#	   1.11	  39.56	
    250	  -6.99	  11.58	  0.021	0.99836							#	   4.60	  38.44	
    251	  -5.95	  -1.88	 -0.066	0.99489							#	   1.06	  42.33	
    252	   3.68	   2.63	 -0.011	0.98383							#	   1.63	  44.07	
    253	   2.65	  -7.65	  0.037	0.96833							#	   3.50	  38.04	
    254	  -6.47	  -4.11	  0.036	0.95618							#	   2.85	  35.41	
    255	   6.30	 -17.47	  0.052	0.96712							#	   6.19	  25.52	
    256	  20.83	 -28.26	  0.115	0.97487							#	   2.62	  23.81	
    257	  12.05	 -24.23	  0.165	0.96771							#	   5.64	  23.04	
    258	   1.24	 -19.83	  0.107	0.94717							#	   3.57	  28.48	
    259	 -14.13	 -17.61	  0.072	0.92770							#	   7.51	  26.56	
    260	 -10.30	 -13.64	 -0.047	0.91398							#	   5.64	  26.44	
    261	 -16.13	 -18.20	 -0.165	0.91535							#	   6.36	  26.63	
    262	  -7.92	 -20.93	 -0.341	0.92734							#	   4.92	  24.63	
    263	   6.08	 -30.81	 -0.132	0.93968							#	   4.53	  22.70	
    264	  -9.21	 -32.78	 -0.064	0.94400							#	   2.23	  20.00	
    265	 -16.56	 -21.42	  0.053	0.95421							#	   5.65	  21.07	
    266	  -8.28	 -18.28	 -0.054	0.96272							#	   3.56	  19.59	
    267	  30.60	 -21.19	 -0.129	0.96186							#	   5.21	  13.41	
    268	  28.34	  -7.64	 -0.028	0.99739							#	   3.41	  13.00	
    269	  -7.18	   2.47	 -0.117	1.00289							#	   1.61	  20.67	
    270	  17.21	   9.51	  0.074	0.99992							#	   5.00	  19.85	
    271	 -11.88	   4.55	  0.036	0.99999							#	   3.94	  20.63	
    272	   6.64	 -10.27	 -0.065	1.00048							#	   3.46	  23.33	
    273	 -17.23	  10.78	 -0.089	0.99955							#	   6.92	  22.67	
    274	   0.58	   3.64	 -0.025	1.00184							#	   2.11	  27.04	
    275	 -17.85	  14.10	  0.141	0.99840							#	   5.20	  15.48	
    276	 -21.34	  13.11	  0.007	0.99765							#	   3.59	  15.89	
    277	 -10.47	   4.69	 -0.013	0.99804							#	   3.58	  23.93	
    278	  -7.16	   0.70	 -0.064	1.00048							#	   3.06	  24.26	
    279	   5.22	 -11.83	 -0.040	0.99850							#	   4.25	  25.41	
    280	 -13.20	   0.72	 -0.047	0.99924							#	   6.39	  26.70	
    281	   2.90	   0.98	  0.003	0.99799							#	   3.45	  27.22	
    282	   1.07	   5.53	  0.055	0.99883							#	   3.04	  26.81	
    283	  -1.55	  -4.20	  0.017	1.00071							#	   1.45	  29.22	
    284	   1.12	  -2.29	 -0.017	0.99882							#	   0.76	  25.70	
    285	   4.34	   4.43	 -0.002	0.99941							#	   0.52	  22.63	
    286	   9.96	   0.76	 -0.005	1.00056							#	   0.91	  23.15	
    287	  12.65	   5.59	 -0.088	0.99860							#	   2.81	  23.04	
    288	  19.83	  -2.75	  0.005	0.99984							#	   4.25	  24.59	
    289	   2.31	   0.49	  0.026	0.99676							#	   0.43	  27.81	
    290	   8.56	  -5.02	  0.049	1.00050							#	   2.41	  27.93	
    291	  11.91	   9.33	  0.119	1.00010							#	   5.22	  23.37	
    292	  16.52	  30.83	 -0.066	1.00000							#	   3.89	  16.26	
    293	   5.01	  43.32	 -0.039	0.99933							#	   4.13	  11.56	
    294	  19.03	  63.31	 -0.511	0.99680							#	   4.69	   7.81	
    295	   3.62	  85.21	  0.076	0.99232							#	   2.38	   5.78	
    296	  12.17	  50.42	 -0.004	0.99872							#	   7.19	   8.19	
    297	   2.48	  15.84	  0.129	1.00125							#	   2.32	  17.81	
    298	   6.93	  -9.33	  0.091	0.99812							#	   3.02	  20.81	
    299	  -3.98	 -10.08	  0.093	1.00145							#	   1.68	  23.93	
    300	  -7.58	  -2.15	  0.046	1.00005							#	   1.64	  22.52	
    301	  -9.76	  -7.26	 -0.026	0.99862							#	   2.76	  20.19	
    302	   6.72	 -14.29	  0.036	0.99812							#	   5.09	  21.96	
    303	  -6.29	  -8.99	  0.077	0.99733							#	   1.66	  19.22	
    304	  13.39	 -33.45	 -0.067	0.99450							#	   7.03	   6.74	
    305	   7.41	 -43.55	 -0.189	1.00170							#	   3.13	   6.26	
    306	   5.29	 -26.99	 -0.057	1.00394							#	   1.43	   9.07	
    307	   9.25	 -12.83	 -0.109	1.11803							#	  18.42	   6.15	
    308	  -6.02	  18.62	 -0.346	1.20517							#	   9.40	   7.74	
    309	  32.33	  11.72	 -0.067	1.17234							#	   8.99	   6.37	
    310	  31.38	   9.82	 -0.087	1.16982							#	   8.04	   9.67	
    311	   2.87	  12.70	 -0.042	1.15739							#	   7.29	  11.44	
    312	   9.01	  11.88	 -0.120	1.13693							#	   7.44	  16.04	
    313	   8.83	  16.66	 -0.041	1.12351							#	   8.22	  20.89	
    314	   6.48	  20.43	 -0.074	1.11023							#	   8.14	  22.37	
    315	  11.80	  19.57	 -0.049	1.10022							#	   6.42	  22.70	
    316	   6.16	  14.26	 -0.022	1.07138							#	   4.04	  29.63	
    317	   9.58	  11.65	  0.032	1.02480							#	   2.16	  40.96	
    318	  -1.88	  17.41	  0.062	1.01537							#	   4.37	  45.30	
    319	   3.16	   4.76	 -0.024	1.02275							#	   0.89	  46.89	
    320	   5.09	   3.66	 -0.056	1.01960							#	   0.62	  48.48	
    321	   5.11	   4.60	  0.062	0.99997							#	   1.26	  49.96	
    322	   7.39	   2.53	  0.059	1.00102							#	   1.00	  48.52	
    323	   0.96	  -0.02	  0.023	0.99897							#	   0.66	  53.15	
    324	   1.54	  -0.77	  0.008	0.99986							#	   1.81	  52.41	
    325	   0.71	   0.55	  0.012	0.99924							#	   1.73	  52.78	
    326	   4.09	  -1.65	 -0.051	0.99966							#	   2.80	  50.33	
    327	   7.54	  -0.76	 -0.079	0.99935							#	   2.69	  49.89	
