      1	  11.49	 -77.16	  0.284	1.00017							#	  14.88	  21.98	
      2	   8.89	  31.79	  0.090	0.99877							#	   1.80	  33.91	
      3	  -0.32	   4.72	 -0.003	1.00063							#	   0.92	  42.96	
      4	  -2.64	 -12.98	 -0.054	1.00051							#	   3.36	  34.63	
      5	  -5.94	 -11.78	  0.003	1.00126							#	   2.16	  32.18	
      6	  -5.92	   7.35	 -0.072	1.00027							#	   1.40	  34.77	
      7	  -8.20	  -8.35	 -0.044	0.99943							#	   1.81	  29.89	
      8	  -7.62	  -3.08	 -0.079	1.00050							#	   0.88	  31.18	
      9	  -4.47	   7.12	 -0.110	1.00013							#	   1.34	  30.03	
     10	  -1.24	   2.79	 -0.189	0.99942							#	   0.67	  32.61	
     11	   0.37	   5.96	  0.053	1.00011							#	   1.75	  33.48	
     12	   0.87	   3.67	  0.116	1.00002							#	   1.19	  31.18	
     13	  -1.60	  -4.01	  0.037	0.99993							#	   1.85	  32.76	
     14	   0.01	  -0.73	  0.021	0.99914							#	   1.10	  35.49	
     15	   0.54	  -0.22	  0.030	0.99947							#	   0.96	  33.62	
     16	   0.36	  -0.32	  0.095	1.00089							#	   0.84	  31.03	
     17	  -4.24	  -6.55	 -0.185	1.00009							#	   2.87	  26.44	
     18	  -1.95	  -5.32	  0.076	0.99748							#	   2.01	  26.58	
     19	  -4.07	  15.70	  0.066	0.99941							#	   6.77	  27.87	
     20	  -1.58	   3.68	  0.081	0.99885							#	   0.56	  29.74	
     21	  -0.12	  -6.28	  0.079	0.99932							#	   1.42	  29.02	
     22	   1.91	  -4.19	 -0.086	1.00005							#	   0.87	  31.32	
     23	   4.77	  -2.37	 -0.035	0.99894							#	   0.88	  27.87	
     24	   5.57	  -9.24	  0.038	1.00029							#	   2.32	  26.44	
     25	   1.02	 -12.10	  0.030	0.99858							#	   2.63	  25.57	
     26	   1.56	   3.09	 -0.042	0.99909							#	   0.81	  27.73	
     27	  -3.43	  22.12	 -0.010	1.00187							#	   3.46	  24.28	
     28	   0.00	 -13.00	  0.00	1.00						#	  35.40	   0.72	
     29	   0.73	 110.30	  0.944	1.01580							#	  30.62	   2.16	
     30	  10.56	 -36.16	  0.169	1.00700							#	   5.61	   6.18	
     31	   2.09	  30.37	  0.187	1.00027							#	   7.72	   8.91	
     32	  13.33	-101.70	  0.697	1.00747							#	   2.53	   3.88	
     33	   9.09	  -8.38	 -0.536	0.98252							#	   0.87	   3.30	
     34	   5.70	 -19.25	 -0.291	0.99600							#	   1.26	   5.46	
     35	  -5.18	  20.75	 -0.339	1.00299							#	   1.11	  14.80	
     36	   4.50	  25.41	  0.221	0.99814							#	   0.50	  21.98	
     37	   3.69	   0.39	 -0.030	0.99889							#	   0.37	  26.15	
     38	   0.19	  20.14	 -0.196	0.99965							#	   5.22	  21.98	
     39	   2.33	 -11.39	  0.167	0.99792							#	   1.54	  21.12	
     40	   2.42	   9.77	 -0.032	1.00171							#	   2.46	  24.43	
     41	   0.70	  -3.84	 -0.011	0.99903							#	   0.88	  30.89	
     42	  -0.62	  -4.67	 -0.000	1.00188							#	   0.97	  29.17	
     43	  -1.87	 -10.50	 -0.005	1.00003							#	   2.67	  30.60	
     44	  -1.31	  -7.08	 -0.028	1.00033							#	   1.35	  30.03	
     45	   0.34	  -8.17	 -0.025	0.99981							#	   2.54	  29.74	
     46	   1.94	   2.87	  0.037	0.99971							#	   1.13	  26.72	
     47	  -7.31	   0.43	 -0.236	1.00013							#	   3.03	  19.54	
     48	  10.20	   4.20	  0.152	1.00126							#	   3.91	  22.70	
     49	   3.13	   0.92	  0.057	1.00001							#	   0.99	  29.60	
     50	   2.06	  -1.95	  0.008	1.00067							#	   2.00	  28.45	
     51	   0.63	   0.46	 -0.030	1.00011							#	   1.88	  29.89	
     52	   1.81	  -3.30	  0.029	1.00022							#	   2.84	  24.43	
     53	   0.27	   6.44	 -0.116	1.00035							#	   4.79	  27.73	
     54	  -3.18	  -7.10	 -0.134	0.99973							#	   2.98	  20.11	
     55	   1.99	  -1.53	 -0.060	1.00015							#	   3.05	  27.16	
     56	   0.62	  -2.97	 -0.047	0.99988							#	   2.87	  26.58	
     57	   4.58	   1.08	 -0.077	0.99923							#	   1.62	  29.17	
     58	 -11.96	   6.65	  0.260	1.00084							#	   2.42	  29.02	
     59	  -7.64	  -3.27	  0.037	1.00386							#	   2.82	  28.30	
     60	  -4.63	   0.89	  0.019	0.99943							#	   2.45	  32.61	
     61	  -4.39	  10.76	  0.035	0.99711							#	   6.70	  26.44	
     62	  -0.83	  -6.97	  0.411	0.99731							#	   4.29	  16.81	
