      1	  -1.00	   4.60	  0.102	1.00130							#	   2.56	  18.63	
      2	   2.02	  -7.99	  0.009	1.00021							#	   0.91	  24.41	
      3	  10.86	   6.69	  0.070	0.99948							#	   1.34	  22.03	
      4	  11.94	 -15.05	  0.182	1.00159							#	   2.51	  27.67	
      5	   7.20	  12.90	  0.232	1.00121							#	   1.22	  25.76	
      6	  12.26	   8.17	  0.141	0.99979							#	   1.33	  24.44	
      7	  11.72	   5.83	  0.137	1.00024							#	   0.80	  24.91	
      8	  10.14	 -13.17	  0.069	1.00343							#	   1.44	  23.31	
      9	   5.02	   3.90	  0.027	1.00037							#	   0.38	  25.84	
     10	   4.75	   2.40	 -0.040	0.99833							#	   0.50	  24.24	
     11	   2.04	  13.03	  0.037	1.00170							#	   1.18	  24.92	
     12	   6.71	 -13.90	  0.078	1.00152							#	   1.35	  24.76	
     13	   7.95	  10.00	  0.073	1.00140							#	   0.95	  25.90	
     14	   7.45	   7.49	  0.047	1.00068							#	   0.90	  23.67	
     15	   6.43	  21.43	  0.013	0.99918							#	   4.29	  25.13	
     16	   9.24	 -29.04	  0.000	1.00268							#	   3.13	  23.26	
     17	   9.92	  16.99	 -0.048	0.99939							#	   1.09	  22.70	
     18	   9.43	  -1.27	  0.006	1.00054							#	   0.51	  24.50	
     19	  12.26	  -1.96	  0.122	1.00159							#	   0.86	  22.10	
     20	  11.19	 -21.58	 -0.034	1.00144							#	   2.11	  21.93	
     21	   7.79	   4.75	 -0.031	1.00042							#	   0.46	  22.74	
     22	   7.19	   1.30	 -0.074	0.99883							#	   0.32	  22.33	
     23	   0.37	  16.65	  0.022	0.99944							#	   1.38	  24.89	
     24	   2.24	  -6.91	  0.045	1.00069							#	   0.92	  23.86	
     25	   1.11	  22.11	  0.166	0.99987							#	   2.76	  24.49	
     26	  -1.49	   0.81	  0.068	0.99963							#	   0.65	  24.55	
     27	  10.89	   5.84	  0.158	1.00193							#	   1.26	  23.74	
     28	   9.60	 -20.03	 -0.103	1.00122							#	   2.79	  21.79	
     29	   0.59	   4.72	  0.039	0.99943							#	   1.01	  23.54	
     30	   6.78	  10.50	  0.038	1.00023							#	   1.52	  22.00	
     31	   3.38	  10.60	 -0.038	1.00076							#	   1.10	  24.52	
     32	   6.02	 -21.04	  0.072	0.99984							#	   3.03	  23.66	
     33	   4.49	  -3.61	 -0.086	1.00133							#	   0.56	  22.95	
     34	   5.89	  11.41	  0.113	0.99904							#	   1.13	  23.53	
     35	  10.02	  12.20	 -0.024	1.00052							#	   1.14	  24.25	
     36	  11.61	 -10.85	  0.074	1.00066							#	   1.23	  23.42	
     37	   7.30	   4.03	  0.080	1.00037							#	   1.49	  22.08	
     38	  11.13	  -0.46	 -0.165	1.00171							#	   1.81	  22.13	
     39	   8.09	  12.39	  0.098	0.99983							#	   1.87	  24.13	
     40	  12.27	 -15.37	 -0.000	1.00116							#	   2.78	  23.64	
     41	  13.11	  11.64	 -0.022	1.00013							#	   1.40	  23.17	
     42	  12.40	   6.86	  0.004	1.00038							#	   0.89	  21.82	
     43	   9.39	  10.24	  0.014	0.99969							#	   1.04	  22.49	
     44	   6.98	 -15.02	  0.112	1.00108							#	   2.19	  21.54	
     45	   9.66	   6.51	 -0.027	0.99966							#	   0.97	  21.57	
     46	   6.93	   1.84	  0.095	0.99810							#	   0.93	  22.93	
     47	   1.93	  16.96	  0.035	1.00031							#	   2.66	  22.95	
     48	  -1.47	 -17.02	 -0.008	0.99884							#	   1.93	  23.39	
     49	   0.10	   3.09	 -0.020	0.99966							#	   1.56	  22.74	
     50	   2.22	   6.95	 -0.011	0.99852							#	   1.98	  22.38	
     51	  -4.33	   3.98	 -0.033	1.00226							#	   2.26	  21.67	
     52	  -7.50	 -17.22	  0.085	0.99980							#	   5.91	  22.35	
     53	 -12.83	  -4.61	 -0.013	1.00089							#	   2.20	  22.58	
     54	  -8.14	  -5.36	  0.040	1.00117							#	   2.35	  22.10	
     55	  -5.03	   7.12	 -0.037	0.99965							#	   2.05	  23.30	
     56	  -8.74	 -15.91	 -0.068	1.00106							#	   2.98	  24.64	
     57	  -6.62	   4.88	 -0.003	1.00077							#	   1.81	  25.46	
     58	  -7.25	  13.01	  0.034	1.00181							#	   2.88	  24.33	
     59	  -5.66	  13.99	 -0.066	1.00387							#	   3.03	  24.33	
     60	  -0.87	  -3.09	  0.005	1.00152							#	   2.22	  25.52	
     61	   0.02	  22.06	  0.022	0.99896							#	   3.22	  26.99	
